0,1.0234868508263162E-16
1,3.835112324028575E-17
2,5.361366039660257E-17
3,9.967586595134237E-18
4,8.215083640404659E-17
5,8.263299332020173E-17
6,1.1788802988907614E-16
7,9.447899725430068E-17
8,0.7071067811865474
9,1.1381045326104637E-16
10,3.812940352401287E-17
11,3.098727955510538E-16
12,2.2726905151192787E-16
13,1.6854124161770853E-16
14,1.0551910960100406E-16
15,7.464981941895217E-17
16,9.695056831399558E-16
17,1.9605877034726364E-16
18,1.6345166724873998E-16
19,6.137502159923103E-16
20,1.0419267492396057E-16
21,1.4750569560522133E-16
22,1.0939164726509464E-16
23,2.1563753674393425E-16
24,4.919681302098926E-16
25,1.944014101802412E-16
26,5.730117926493186E-16
27,3.0982787756494365E-16
28,7.06190272412811E-16
29,1.3219910546646228E-16
30,2.82147674771689E-16
31,7.649246106391703E-17
32,1.186750373906787E-15
33,1.5568193971981467E-16
34,5.882922249786823E-16
35,1.133460129581033E-16
36,1.6818771599950764E-16
37,1.9130795721612763E-16
38,1.2771515028378607E-16
39,5.205299682674738E-17
40,2.11999981294012E-16
41,3.5561917200275834E-16
42,1.388049804859956E-16
43,2.835549989650195E-16
44,2.672164010769947E-16
45,7.454631020177194E-16
46,4.171698888044472E-16
47,5.2824110112627405E-16
48,9.785840399312242E-16
49,2.544391281165983E-16
50,1.3979418094644799E-15
51,2.402952083275066E-16
52,7.879308284348883E-16
53,7.23176080419567E-16
54,4.471975306184851E-16
55,2.4189636687014883E-15
56,9.195779464577674E-16
57,7.112637296883393E-16
58,1.2200758809492025E-15
59,7.811766262569381E-16
60,1.0366464233513559E-15
61,8.072598138481797E-16
62,8.479043554183995E-16
63,2.5831190366792027E-15
64,4.655423001191138E-16
65,6.3955182994770895E-16
66,1.3877787807814457E-16
67,2.2688947167012503E-15
68,2.1803971511278474E-16
69,2.2710945094258548E-15
70,1.0119937502479526E-15
71,4.142814672980326E-16
72,8.657563106312697E-16
73,1.444432387920763E-16
74,8.761909943297938E-16
75,7.933269028290231E-16
76,5.779887374381848E-16
77,6.278315125020513E-16
78,8.574818376286877E-16
79,2.4761517652304755E-15
80,2.962129228950178E-16
81,1.3478310229294141E-15
82,5.595515208071227E-16
83,4.028587156358833E-16
84,2.1086213202228336E-16
85,6.134377183982049E-16
86,1.1144199329238481E-15
87,8.706455603275942E-16
88,2.907360448567206E-16
89,1.0407852953447744E-15
90,7.875435618492724E-16
91,1.786564802143119E-15
92,1.5952037044872324E-15
93,1.1913260882820344E-15
94,1.0001350861496727E-15
95,9.181133854162709E-16
96,1.6922557959010702E-15
97,2.3214660195500548E-15
98,4.551633094694992E-16
99,7.07619488407939E-16
100,1.3604422317728727E-15
101,2.0622492643457965E-15
102,3.358450662402191E-15
103,2.4408374564094902E-15
104,1.413241857187178E-15
105,1.0813627235452202E-15
106,1.327300757714873E-15
107,3.113236228110777E-15
108,3.3895467156777438E-15
109,1.892283418681269E-15
110,2.1128137909063985E-16
111,1.9649775800734117E-15
112,7.159938493631139E-16
113,1.4525609035171416E-15
114,1.6843553611403518E-15
115,2.7249162933429925E-15
116,1.1048739156259588E-15
117,1.3896134611246138E-15
118,4.7266012253021216E-15
119,7.510838779788582E-15
120,0.7071067811865477
121,8.014329761537775E-16
122,8.476374682800419E-16
123,8.368491286408231E-16
124,2.9993505463182568E-15
125,3.40272899664116E-15
126,5.972246255467135E-16
127,2.76369997260079E-15
