0,-1.0234868508263162E-16
1,1.3010426069826053E-17
2,-3.469446951953614E-17
3,-6.938893903907228E-18
4,-6.938893903907228E-18
5,-8.153200337090993E-17
6,-1.1709383462843448E-16
7,2.0816681711721685E-17
8,0.5
9,-6.5052130349130266E-18
10,3.599551212651875E-17
11,-3.0617869350990645E-16
12,-6.071532165918825E-17
13,7.502679033599691E-17
14,-1.734723475976807E-17
15,7.37257477290143E-17
16,6.730727086790012E-16
17,-1.0885389811754465E-16
18,1.1622647289044608E-16
19,-2.5240226575462543E-16
20,-1.951563910473908E-17
21,-1.46150452851046E-16
22,-1.0928757898653885E-16
23,2.1553939189011828E-16
24,-3.931317077432439E-16
25,-1.489693784995083E-16
26,5.65303012733942E-16
27,2.1337098754514727E-16
28,-6.179952383167375E-16
29,-7.686993402922226E-17
30,1.328147661294743E-16
31,1.2522535092207576E-17
32,5.795231909056047E-16
33,-1.3262503074928933E-16
34,-3.10623922417097E-16
35,-7.296680620827445E-17
36,-1.2479167005308156E-16
37,1.1644331332494318E-16
38,-1.244664094013359E-16
39,1.0842021724855044E-18
40,1.936385080059111E-16
41,1.9147010366094008E-16
42,-1.1535911115245767E-16
43,-1.0538445116559103E-16
44,-9.71445146547012E-17
45,3.5778671692021646E-16
46,3.252606517456513E-17
47,-5.282232984349378E-16
48,8.517492267046123E-16
49,-2.181414771040835E-16
50,1.3097162243624894E-15
51,7.28583859910259E-17
52,-7.168744764474155E-16
53,5.607493636095029E-16
54,-2.5630539357557325E-16
55,-1.465841337200402E-16
56,7.103692634125025E-16
57,6.600622826091751E-16
58,1.3704315460216776E-16
59,-7.719519468096792E-16
60,2.1163626406917047E-16
61,7.572067972638763E-16
62,1.1362438767648086E-16
63,-1.6662018986757232E-15
64,6.765421556309548E-17
65,4.423544863740858E-16
66,-1.3877787807814457E-16
67,-1.798908244587949E-15
68,-2.0903417885520525E-16
69,-2.171006430184974E-15
70,3.0704605524789486E-16
71,2.445960101127298E-16
72,8.595554823465079E-16
73,3.7730235602495554E-17
74,8.669280571194093E-16
75,1.0234868508263162E-16
76,-2.0166160408230382E-16
77,2.3332030751888055E-16
78,4.436555289810684E-16
79,1.4519635493925875E-15
80,-2.94469310047063E-16
81,1.1084883011491797E-15
82,-2.3115190317390955E-16
83,-2.940356291780688E-16
84,-7.19910242530375E-17
85,-5.035034889022683E-16
86,8.322335875998732E-16
87,-8.706143445058601E-16
88,1.487525380650112E-16
89,-5.646524914304507E-16
90,-7.767224363686154E-16
91,1.783729414173152E-15
92,-5.761450344587971E-16
93,1.1805877456194658E-15
94,9.954060145589416E-16
95,-8.872839529078247E-16
96,-1.6669721558002364E-15
97,-1.2798193494562016E-15
98,3.0357660829594124E-16
99,-7.046229918983293E-16
100,-1.0282573403852524E-15
101,1.2813101274433691E-15
102,3.043138657732314E-15
103,1.448494102440634E-15
104,1.042568809062061E-15
105,-1.2771901591879242E-16
106,-1.0343288725511712E-15
107,-1.958069123508821E-15
108,-2.383943736861127E-15
109,-8.265957363029486E-16
110,1.3487475025719675E-16
111,-1.6779112821385667E-15
112,5.377642775528102E-16
113,1.4311468676808659E-15
114,1.6670692604137116E-15
115,-2.51014486973844E-15
116,9.43689570931383E-16
117,1.1548921541315593E-15
118,-5.026361271642799E-16
119,5.30825383648903E-15
120,0.4999999999999793
121,3.3480163086352377E-16
122,2.6107588313450947E-16
123,-1.5785983631388945E-16
124,-1.7277845820728999E-15
125,2.5847379792054426E-15
126,2.0990154059319366E-16
127,2.1978946440626146E-15
